job_id,job_title,company,job_location,role_category,job_level,job_type,first_seen,source,month,quarter
JOB-00175,Data Analyst,Grab,"San Francisco, Ca",Data Analyst,Associate,Contract,2024-10-31,Kaggle-LinkedIn-Synthetic,10,4
JOB-00176,Associate Data Analyst,Tokopedia,"Berlin, Germany",Data Analyst,Director,Full-time,2024-12-18,Kaggle-LinkedIn-Synthetic,12,4
JOB-00177,Data Insights Analyst,Coca-Cola,"Bangkok, Thailand",Data Analyst,Mid-Senior level,Full-time,2024-09-13,Kaggle-LinkedIn-Synthetic,9,3
JOB-00178,Associate Data Analyst,Netflix,Remote,Data Analyst,Entry level,Full-time,2024-01-21,Kaggle-LinkedIn-Synthetic,1,1
JOB-00179,Data Insights Analyst,Accenture,Remote,Data Analyst,Mid-Senior level,Full-time,2024-05-08,Kaggle-LinkedIn-Synthetic,5,2
JOB-00180,Junior Data Analyst,Bank Mandiri,Hybrid - Singapore,Data Analyst,Entry level,Full-time,2024-10-21,Kaggle-LinkedIn-Synthetic,10,4
JOB-00181,Analytics Analyst,Deloitte,"Seoul, South Korea",Data Analyst,Mid-Senior level,Contract,2024-01-21,Kaggle-LinkedIn-Synthetic,1,1
JOB-00182,Associate Data Analyst,Linkaja,Hybrid - Jakarta,Data Analyst,Mid-Senior level,Full-time,2024-08-14,Kaggle-LinkedIn-Synthetic,8,3
JOB-00183,Senior Data Analyst,OCBC,Hybrid - Jakarta,Data Analyst,Entry level,Internship,2024-09-08,Kaggle-LinkedIn-Synthetic,9,3
JOB-00184,Associate Data Analyst,Samsung,Remote,Data Analyst,Entry level,Part-time,2024-06-19,Kaggle-LinkedIn-Synthetic,6,2
JOB-00185,Analytics Analyst,Spotify,"Medan, Indonesia",Data Analyst,Mid-Senior level,Full-time,2024-06-17,Kaggle-LinkedIn-Synthetic,6,2
JOB-00186,Data Insights Analyst,OVO,"San Francisco, Ca",Data Analyst,Associate,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00187,Lead Data Analyst,Amazon,"Berlin, Germany",Data Analyst,Executive,Part-time,2024-02-15,Kaggle-LinkedIn-Synthetic,2,1
JOB-00188,Marketing Data Analyst,Accenture,"Yogyakarta, Indonesia",Data Analyst,Director,Internship,2024-07-25,Kaggle-LinkedIn-Synthetic,7,3
JOB-00189,Analytics Analyst,Flipkart,"Jakarta, Id",Data Analyst,Mid-Senior level,Full-time,2024-01-28,Kaggle-LinkedIn-Synthetic,1,1
JOB-00190,Lead Data Analyst,Unilever,Remote,Data Analyst,Entry level,Contract,2024-09-12,Kaggle-LinkedIn-Synthetic,9,3
JOB-00191,Data Analyst,Bank Bca,"Bangkok, Thailand",Data Analyst,Entry level,Full-time,2024-10-08,Kaggle-LinkedIn-Synthetic,10,4
JOB-00192,Marketing Data Analyst,Standard Chartered,,Data Analyst,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00193,Analytics Analyst,Telkom Indonesia,"Medan, Indonesia",Data Analyst,Associate,Full-time,2024-06-08,Kaggle-LinkedIn-Synthetic,6,2
JOB-00194,Lead Data Analyst,Dbs Bank,"Surabaya, Indonesia",Data Analyst,Associate,Full-time,2024-04-25,Kaggle-LinkedIn-Synthetic,4,2
JOB-00195,Associate Data Analyst,Tokopedia,Hybrid - Jakarta,Data Analyst,Entry level,Full-time,2024-03-19,Kaggle-LinkedIn-Synthetic,3,1
JOB-00196,Data Insights Analyst,Mckinsey,"Sydney, Australia",Data Analyst,Director,Internship,2024-12-27,Kaggle-LinkedIn-Synthetic,12,4
JOB-00197,Data Analyst Intern,Lazada,"Amsterdam, Netherlands",Data Analyst,Mid-Senior level,Full-time,2024-05-04,Kaggle-LinkedIn-Synthetic,5,2
JOB-00198,Lead Data Analyst,Shopee,"Austin, Tx",Data Analyst,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00199,Junior Data Analyst,Deloitte,"Bandung, Indonesia",Data Analyst,Director,Part-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00200,Data Analyst,Mckinsey,"San Francisco, Ca",Data Analyst,Entry level,Full-time,2024-10-27,Kaggle-LinkedIn-Synthetic,10,4
JOB-00201,Senior Frontend Developer,Thoughtworks,"Tokyo, Japan",Frontend Developer,Mid-Senior level,Internship,2024-09-04,Kaggle-LinkedIn-Synthetic,9,3
JOB-00202,Vue.Js Developer,Notion,"Berlin, Germany",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00203,Full Stack Developer (Frontend Focus),Zenius,"Jakarta, Id",Frontend Developer,Mid-Senior level,Full-time,2024-07-15,Kaggle-LinkedIn-Synthetic,7,3
JOB-00204,Frontend Developer Intern,Meta,"New York, Ny",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00205,Frontend Developer Intern,Grab,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Full-time,2024-01-19,Kaggle-LinkedIn-Synthetic,1,1
JOB-00206,Ui Developer,Figma Inc.,"Yogyakarta, Indonesia",Frontend Developer,Associate,Contract,2024-08-13,Kaggle-LinkedIn-Synthetic,8,3
JOB-00207,Ui Developer,Agoda,"Jakarta, Indonesia",Frontend Developer,Entry level,Full-time,2024-03-14,Kaggle-LinkedIn-Synthetic,3,1
JOB-00208,Javascript Developer,Grab,"Surabaya, Indonesia",Frontend Developer,Director,Freelance,2024-08-28,Kaggle-LinkedIn-Synthetic,8,3
JOB-00209,Vue.Js Developer,Canva,,Frontend Developer,Mid-Senior level,Full-time,2024-02-11,Kaggle-LinkedIn-Synthetic,2,1
JOB-00210,Javascript Developer,Notion,"New York, Ny",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00211,Ui Developer,Meta,Remote,Frontend Developer,Executive,Full-time,2024-02-05,Kaggle-LinkedIn-Synthetic,2,1
JOB-00212,Javascript Developer,Spotify,"Kuala Lumpur, Malaysia",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00213,Junior Frontend Developer,Tokopedia,"Berlin, Germany",Frontend Developer,Mid-Senior level,Freelance,2024-03-26,Kaggle-LinkedIn-Synthetic,3,1
JOB-00214,Frontend Developer,Meta,"New York, Ny",Frontend Developer,Entry level,Full-time,2024-01-29,Kaggle-LinkedIn-Synthetic,1,1
JOB-00215,Vue.Js Developer,Gitlab,"London, Uk",Frontend Developer,Entry level,Full-time,2024-03-15,Kaggle-LinkedIn-Synthetic,3,1
JOB-00216,Ui Developer,Wise,"Seoul, South Korea",Frontend Developer,Mid-Senior level,Full-time,2024-12-15,Kaggle-LinkedIn-Synthetic,12,4
JOB-00217,Senior Frontend Developer,Bukalapak,"Surabaya, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-11-08,Kaggle-LinkedIn-Synthetic,11,4
JOB-00218,Web Developer,Zenius,"Amsterdam, Netherlands",Frontend Developer,Entry level,Full-time,2024-10-25,Kaggle-LinkedIn-Synthetic,10,4
JOB-00219,Frontend Engineer,Agoda,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Full-time,2024-05-10,Kaggle-LinkedIn-Synthetic,5,2
JOB-00220,React Developer,Google,"Berlin, Germany",Frontend Developer,Associate,Full-time,2024-05-27,Kaggle-LinkedIn-Synthetic,5,2
JOB-00221,Junior Frontend Developer,Thoughtworks,"Seattle, Wa",Frontend Developer,Entry level,Full-time,2024-10-27,Kaggle-LinkedIn-Synthetic,10,4
JOB-00222,Javascript Developer,Accenture,"Bangkok, Thailand",Frontend Developer,Associate,Part-time,2024-08-21,Kaggle-LinkedIn-Synthetic,8,3
JOB-00223,Frontend Engineer,Notion,"Amsterdam, Netherlands",Frontend Developer,Associate,Full-time,2024-02-24,Kaggle-LinkedIn-Synthetic,2,1
JOB-00224,Frontend Developer Intern,Atlassian,"Seoul, South Korea",Frontend Developer,Mid-Senior level,Full-time,2024-05-31,Kaggle-LinkedIn-Synthetic,5,2
JOB-00225,Frontend Developer,Canva,,Frontend Developer,Associate,Freelance,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00226,Web Developer,Bytedance,"Jakarta, Indonesia",Frontend Developer,Associate,Full-time,2024-04-27,Kaggle-LinkedIn-Synthetic,4,2
JOB-00227,Frontend Engineer,Tiket.Com,Remote,Frontend Developer,Mid-Senior level,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00228,Javascript Developer,Tokopedia,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Contract,2024-11-26,Kaggle-LinkedIn-Synthetic,11,4
JOB-00229,React Developer,Thoughtworks,"Bandung, Indonesia",Frontend Developer,Associate,Full-time,2024-10-23,Kaggle-LinkedIn-Synthetic,10,4
JOB-00230,Full Stack Developer (Frontend Focus),Shopee,"Surabaya, Indonesia",Frontend Developer,Director,Full-time,2024-05-31,Kaggle-LinkedIn-Synthetic,5,2
JOB-00231,Full Stack Developer (Frontend Focus),Wise,"Medan, Indonesia",Frontend Developer,Entry level,Full-time,2024-04-12,Kaggle-LinkedIn-Synthetic,4,2
JOB-00232,Ui Developer,Gitlab,"Sydney, Australia",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00233,Senior Frontend Developer,Kitabisa,"Amsterdam, Netherlands",Frontend Developer,Associate,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00234,Junior Frontend Developer,Agoda,"Surabaya, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-03-13,Kaggle-LinkedIn-Synthetic,3,1
JOB-00235,Javascript Developer,Canva,"Tokyo, Japan",Frontend Developer,Entry level,Full-time,2024-07-06,Kaggle-LinkedIn-Synthetic,7,3
JOB-00236,Frontend Developer Intern,Google,"Bangkok, Thailand",Frontend Developer,Director,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00237,Lead Frontend Developer,Gitlab,Hybrid - Singapore,Frontend Developer,Mid-Senior level,Full-time,2024-12-10,Kaggle-LinkedIn-Synthetic,12,4
JOB-00238,Web Developer,Notion,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Full-time,2024-07-09,Kaggle-LinkedIn-Synthetic,7,3
JOB-00239,Javascript Developer,Ruangguru,"Amsterdam, Netherlands",Frontend Developer,Associate,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00240,Web Developer,Ruangguru,Hybrid - Jakarta,Frontend Developer,Entry level,Full-time,2024-02-02,Kaggle-LinkedIn-Synthetic,2,1
JOB-00241,Full Stack Developer (Frontend Focus),Airbnb,,Frontend Developer,Entry level,Full-time,2024-07-28,Kaggle-LinkedIn-Synthetic,7,3
JOB-00242,Senior Frontend Developer,Meta,"Bandung, Indonesia",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00243,Junior Frontend Developer,Tokopedia,"Kuala Lumpur, Malaysia",Frontend Developer,Mid-Senior level,Full-time,2024-10-02,Kaggle-LinkedIn-Synthetic,10,4
JOB-00244,Frontend Developer Intern,Agoda,"Seattle, Wa",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00245,Web Developer,Grab,"London, Uk",Frontend Developer,Mid-Senior level,Full-time,2024-12-01,Kaggle-LinkedIn-Synthetic,12,4
JOB-00246,Lead Frontend Developer,Wise,"Bangkok, Thailand",Frontend Developer,Mid-Senior level,Full-time,2024-01-17,Kaggle-LinkedIn-Synthetic,1,1
JOB-00247,Frontend Engineer,Thoughtworks,Remote,Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00248,Junior Frontend Developer,Gitlab,"Bandung, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-11-26,Kaggle-LinkedIn-Synthetic,11,4
JOB-00249,Frontend Developer,Canva,"Bangkok, Thailand",Frontend Developer,Mid-Senior level,Part-time,2024-04-07,Kaggle-LinkedIn-Synthetic,4,2
JOB-00250,Lead Frontend Developer,Vercel,Hybrid - Singapore,Frontend Developer,Associate,Internship,2024-04-18,Kaggle-LinkedIn-Synthetic,4,2
JOB-00251,Frontend Developer,Figma Inc.,"Kuala Lumpur, Malaysia",Frontend Developer,Associate,Contract,2024-03-05,Kaggle-LinkedIn-Synthetic,3,1
JOB-00252,Junior Frontend Developer,Blibli,"Seoul, South Korea",Frontend Developer,Mid-Senior level,Full-time,2024-04-20,Kaggle-LinkedIn-Synthetic,4,2
JOB-00253,Vue.Js Developer,Grab,Remote,Frontend Developer,Entry level,Full-time,2024-01-02,Kaggle-LinkedIn-Synthetic,1,1
JOB-00254,Senior Frontend Developer,Shopee,"Tokyo, Japan",Frontend Developer,Entry level,Full-time,2024-05-08,Kaggle-LinkedIn-Synthetic,5,2
JOB-00255,Junior Frontend Developer,Microsoft,Remote,Frontend Developer,Associate,Full-time,2024-01-08,Kaggle-LinkedIn-Synthetic,1,1
JOB-00256,Frontend Engineer,Stripe,"Jakarta, Indonesia",Frontend Developer,Associate,Part-time,2024-03-30,Kaggle-LinkedIn-Synthetic,3,1
JOB-00257,Frontend Developer,Shopee,"London, Uk",Frontend Developer,Entry level,Full-time,2024-09-26,Kaggle-LinkedIn-Synthetic,9,3
JOB-00258,Full Stack Developer (Frontend Focus),Github,"Amsterdam, Netherlands",Frontend Developer,Associate,Full-time,2024-08-17,Kaggle-LinkedIn-Synthetic,8,3
JOB-00259,Ui Developer,Tokopedia,"Berlin, Germany",Frontend Developer,Executive,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00260,Web Developer,Meta,Hybrid - Singapore,Frontend Developer,Associate,Part-time,2024-09-23,Kaggle-LinkedIn-Synthetic,9,3
JOB-00261,Lead Frontend Developer,Microsoft,"Bandung, Indonesia",Frontend Developer,Entry level,Full-time,2024-09-02,Kaggle-LinkedIn-Synthetic,9,3
JOB-00262,Frontend Developer Intern,Tokopedia,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00263,Junior Frontend Developer,Vercel,"New York, Ny",Frontend Developer,Director,Contract,2024-11-07,Kaggle-LinkedIn-Synthetic,11,4
JOB-00264,Junior Frontend Developer,Shopee,"Bangkok, Thailand",Frontend Developer,Entry level,Full-time,2024-11-15,Kaggle-LinkedIn-Synthetic,11,4
JOB-00265,Frontend Developer Intern,Spotify,"Berlin, Germany",Frontend Developer,Associate,Contract,2024-09-15,Kaggle-LinkedIn-Synthetic,9,3
JOB-00266,Junior Frontend Developer,Gojek,,Frontend Developer,Mid-Senior level,Full-time,2024-11-29,Kaggle-LinkedIn-Synthetic,11,4
JOB-00267,Frontend Developer Intern,Thoughtworks,"Kuala Lumpur, Malaysia",Frontend Developer,Associate,Part-time,2024-07-30,Kaggle-LinkedIn-Synthetic,7,3
JOB-00268,Lead Frontend Developer,Canva,Remote,Frontend Developer,Associate,Full-time,2024-02-18,Kaggle-LinkedIn-Synthetic,2,1
JOB-00269,Frontend Developer Intern,Stripe,,Frontend Developer,Entry level,Full-time,2024-05-10,Kaggle-LinkedIn-Synthetic,5,2
JOB-00270,Senior Frontend Developer,Sea Group,"Surabaya, Indonesia",Frontend Developer,Associate,Freelance,2024-02-16,Kaggle-LinkedIn-Synthetic,2,1
JOB-00271,Junior Frontend Developer,Accenture,"Yogyakarta, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-07-09,Kaggle-LinkedIn-Synthetic,7,3
JOB-00272,Ui Developer,Twitter/X,Hybrid- Singapore,Frontend Developer,Mid-Senior level,Full-time,2024-10-14,Kaggle-LinkedIn-Synthetic,10,4
JOB-00273,Javascript Developer,Gojek,"London, Uk",Frontend Developer,Mid-Senior level,Contract,2024-06-30,Kaggle-LinkedIn-Synthetic,6,2
JOB-00274,Full Stack Developer (Frontend Focus),Twitter/X,"San Francisco, Ca",Frontend Developer,Mid-Senior level,Internship,2024-11-03,Kaggle-LinkedIn-Synthetic,11,4
JOB-00275,Vue.Js Developer,Tokopedia,"Seoul, South Korea",Frontend Developer,Entry level,Full-time,2024-09-16,Kaggle-LinkedIn-Synthetic,9,3
JOB-00276,Senior Frontend Developer,Sea Group,"Kuala Lumpur, Malaysia",Frontend Developer,Mid-Senior level,Contract,2024-02-25,Kaggle-LinkedIn-Synthetic,2,1
JOB-00277,Ui Developer,Gitlab,"Yogyakarta, Indonesia",Frontend Developer,Director,Full-time,2024-05-22,Kaggle-LinkedIn-Synthetic,5,2
JOB-00278,Frontend Developer Intern,Microsoft,Remote,Frontend Developer,Director,Full-time,2024-12-02,Kaggle-LinkedIn-Synthetic,12,4
JOB-00279,Frontend Developer,Bukalapak,"Bangkok, Thailand",Frontend Developer,Mid-Senior level,Full-time,2024-12-25,Kaggle-LinkedIn-Synthetic,12,4
JOB-00280,Vue.Js Developer,Atlassian,"Jakarta, Indonesia",Frontend Developer,Associate,Full-time,2024-04-02,Kaggle-LinkedIn-Synthetic,4,2
JOB-00281,Web Developer,Canva,"Surabaya, Indonesia",Frontend Developer,Associate,Part-time,2024-03-13,Kaggle-LinkedIn-Synthetic,3,1
JOB-00282,Junior Frontend Developer,Blibli,,Frontend Developer,Mid-Senior level,Full-time,2024-08-02,Kaggle-LinkedIn-Synthetic,8,3
JOB-00283,Vue.Js Developer,Traveloka,"Seattle, Wa",Frontend Developer,Mid-Senior level,Part-time,2024-06-08,Kaggle-LinkedIn-Synthetic,6,2
JOB-00284,Web Developer,Vercel,"Bandung, Indonesia",Frontend Developer,Entry level,Internship,2024-03-20,Kaggle-LinkedIn-Synthetic,3,1
JOB-00285,Web Developer,Twitter/X,Hybrid - Singapore,Frontend Developer,Director,Full-time,2024-02-11,Kaggle-LinkedIn-Synthetic,2,1
JOB-00286,Lead Frontend Developer,Accenture,"Amsterdam, Netherlands",Frontend Developer,Associate,Full-time,2024-11-06,Kaggle-LinkedIn-Synthetic,11,4
JOB-00287,Frontend Developer Intern,Netflix,Remote,Frontend Developer,Director,Full-time,2024-09-19,Kaggle-LinkedIn-Synthetic,9,3
JOB-00288,Vue.Js Developer,Accenture,"Yogyakarta, Indonesia",Frontend Developer,Entry level,Full-time,2024-05-25,Kaggle-LinkedIn-Synthetic,5,2
JOB-00289,Ui Developer,Airbnb,"Jakarta, Id",Frontend Developer,Executive,Internship,2024-04-22,Kaggle-LinkedIn-Synthetic,4,2
JOB-00290,Web Developer,Twitter/X,"Jakarta, Indonesia",Frontend Developer,Entry level,Full-time,2024-04-14,Kaggle-LinkedIn-Synthetic,4,2
JOB-00291,Frontend Engineer,Shopee,"Bangkok, Thailand",Frontend Developer,Executive,Full-time,2024-05-28,Kaggle-LinkedIn-Synthetic,5,2
JOB-00292,Junior Frontend Developer,Google,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00293,Senior Frontend Developer,Notion,"Tokyo, Japan",Frontend Developer,Associate,Freelance,2024-12-26,Kaggle-LinkedIn-Synthetic,12,4
JOB-00294,Ui Developer,Atlassian,"Surabaya, Indonesia",Frontend Developer,Entry level,Full-time,2024-07-22,Kaggle-LinkedIn-Synthetic,7,3
JOB-00295,Frontend Developer Intern,Microsoft,"Berlin, Germany",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00296,Web Developer,Accenture,"Seoul, South Korea",Frontend Developer,Entry level,Internship,2024-07-26,Kaggle-LinkedIn-Synthetic,7,3
JOB-00297,React Developer,Gojek,"Austin, Tx",Frontend Developer,Director,Full-time,2024-01-11,Kaggle-LinkedIn-Synthetic,1,1
JOB-00298,Senior Frontend Developer,Agoda,"Seattle, Wa",Frontend Developer,Director,Full-time,2024-02-15,Kaggle-LinkedIn-Synthetic,2,1
JOB-00299,Junior Frontend Developer,Zenius,"London, Uk",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00300,Ui Developer,Vercel,"Austin, Tx",Frontend Developer,Entry level,Full-time,2024-06-07,Kaggle-LinkedIn-Synthetic,6,2
JOB-00301,Frontend Engineer,Figma Inc.,"Medan, Indonesia",Frontend Developer,Executive,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00302,Ui Developer,Tiket.Com,"Seattle, Wa",Frontend Developer,Associate,Part-time,2024-06-28,Kaggle-LinkedIn-Synthetic,6,2
JOB-00303,Frontend Engineer,Tokopedia,"Bali, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-05-11,Kaggle-LinkedIn-Synthetic,5,2
JOB-00304,Senior Frontend Developer,Grab,Hybrid - Jakarta,Frontend Developer,Executive,Contract,2024-02-08,Kaggle-LinkedIn-Synthetic,2,1
JOB-00305,Javascript Developer,Bytedance,"Jakarta, Id",Frontend Developer,Mid-Senior level,Freelance,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00306,Javascript Developer,Stripe,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Internship,2024-06-10,Kaggle-LinkedIn-Synthetic,6,2
JOB-00307,Lead Frontend Developer,Github,"Amsterdam, Netherlands",Frontend Developer,Executive,Full-time,2024-08-14,Kaggle-LinkedIn-Synthetic,8,3
JOB-00308,React Developer,Twitter/X,,Frontend Developer,Entry level,Internship,2024-09-16,Kaggle-LinkedIn-Synthetic,9,3
JOB-00309,React Developer,Agoda,"Berlin, Germany",Frontend Developer,Associate,Full-time,2024-01-20,Kaggle-LinkedIn-Synthetic,1,1
JOB-00310,Vue.Js Developer,Spotify,"Surabaya, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00311,Web Developer,Notion,"Berlin, Germany",Frontend Developer,Associate,Internship,2024-10-24,Kaggle-LinkedIn-Synthetic,10,4
JOB-00312,Lead Frontend Developer,Tiket.Com,"New York, Ny",Frontend Developer,Director,Full-time,2024-11-05,Kaggle-LinkedIn-Synthetic,11,4
JOB-00313,Ui Developer,Grab,"Bandung, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-08-18,Kaggle-LinkedIn-Synthetic,8,3
JOB-00314,Vue.Js Developer,Vercel,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Internship,2024-11-26,Kaggle-LinkedIn-Synthetic,11,4
JOB-00315,Frontend Developer,Zenius,,Frontend Developer,Associate,Full-time,2024-08-12,Kaggle-LinkedIn-Synthetic,8,3
JOB-00316,Vue.Js Developer,Gitlab,"San Francisco, Ca",Frontend Developer,Mid-Senior level,Contract,2024-07-17,Kaggle-LinkedIn-Synthetic,7,3
JOB-00317,Vue.Js Developer,Twitter/X,Hybrid - Jakarta,Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00318,Junior Frontend Developer,Figma Inc.,"Yogyakarta, Indonesia",Frontend Developer,Associate,Internship,2024-10-12,Kaggle-LinkedIn-Synthetic,10,4
JOB-00319,React Developer,Kitabisa,Hybrid - Singapore,Frontend Developer,Entry level,Freelance,2024-11-04,Kaggle-LinkedIn-Synthetic,11,4
JOB-00320,Vue.Js Developer,Vercel,"Seoul, South Korea",Frontend Developer,Director,Full-time,2024-12-05,Kaggle-LinkedIn-Synthetic,12,4
JOB-00321,Vue.Js Developer,Airbnb,Hybrid - Jakarta,Frontend Developer,Entry level,Full-time,2024-12-23,Kaggle-LinkedIn-Synthetic,12,4
JOB-00322,Senior Frontend Developer,Vercel,"San Francisco, Ca",Frontend Developer,Executive,Full-time,2024-10-13,Kaggle-LinkedIn-Synthetic,10,4
JOB-00323,Javascript Developer,Figma Inc.,"Bali, Indonesia",Frontend Developer,Mid-Senior level,Internship,2024-12-09,Kaggle-LinkedIn-Synthetic,12,4
JOB-00324,Javascript Developer,Accenture,"Sydney, Australia",Frontend Developer,Mid-Senior level,Contract,2024-07-04,Kaggle-LinkedIn-Synthetic,7,3
JOB-00325,Vue.Js Developer,Airbnb,"Medan, Indonesia",Frontend Developer,Entry level,Full-time,2024-04-19,Kaggle-LinkedIn-Synthetic,4,2
JOB-00326,Lead Frontend Developer,Tiket.Com,"Kuala Lumpur, Malaysia",Frontend Developer,Entry level,Full-time,2024-03-11,Kaggle-LinkedIn-Synthetic,3,1
JOB-00327,Junior Frontend Developer,Spotify,"Yogyakarta, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-09-16,Kaggle-LinkedIn-Synthetic,9,3
JOB-00328,Javascript Developer,Figma Inc.,Remote,Frontend Developer,Associate,Internship,2024-03-08,Kaggle-LinkedIn-Synthetic,3,1
JOB-00329,Senior Frontend Developer,Traveloka,"Jakarta, Indonesia",Frontend Developer,Associate,Full-time,2024-12-20,Kaggle-LinkedIn-Synthetic,12,4
JOB-00330,Full Stack Developer (Frontend Focus),Thoughtworks,,Frontend Developer,Entry level,Full-time,2024-07-29,Kaggle-LinkedIn-Synthetic,7,3
JOB-00331,Javascript Developer,Zenius,"Berlin, Germany",Frontend Developer,Executive,Internship,2024-11-08,Kaggle-LinkedIn-Synthetic,11,4
JOB-00332,Full Stack Developer (Frontend Focus),Thoughtworks,"Kuala Lumpur, Malaysia",Frontend Developer,Mid-Senior level,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00333,React Developer,Sea Group,Singapore,Frontend Developer,Associate,Contract,2024-07-07,Kaggle-LinkedIn-Synthetic,7,3
JOB-00334,Lead Frontend Developer,Spotify,"Austin, Tx",Frontend Developer,Entry level,Internship,2024-09-14,Kaggle-LinkedIn-Synthetic,9,3
JOB-00335,Senior Frontend Developer,Tiket.Com,Remote,Frontend Developer,Entry level,Contract,2024-03-11,Kaggle-LinkedIn-Synthetic,3,1
JOB-00336,Frontend Developer,Sea Group,"Seattle, Wa",Frontend Developer,Mid-Senior level,Full-time,2024-10-10,Kaggle-LinkedIn-Synthetic,10,4
JOB-00337,Full Stack Developer (Frontend Focus),Gojek,"Bandung, Indonesia",Frontend Developer,Executive,Full-time,2024-02-12,Kaggle-LinkedIn-Synthetic,2,1
JOB-00338,React Developer,Thoughtworks,"Sydney, Australia",Frontend Developer,Mid-Senior level,Contract,2024-03-16,Kaggle-LinkedIn-Synthetic,3,1
JOB-00339,Junior Frontend Developer,Ruangguru,"Berlin, Germany",Frontend Developer,Associate,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00340,Frontend Developer Intern,Twitter/X,,Frontend Developer,Mid-Senior level,Full-time,2024-09-14,Kaggle-LinkedIn-Synthetic,9,3
JOB-00341,Frontend Engineer,Notion,"Surabaya, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-07-10,Kaggle-LinkedIn-Synthetic,7,3
JOB-00342,Frontend Developer,Stripe,"Yogyakarta, Indonesia",Frontend Developer,Associate,Full-time,2024-11-28,Kaggle-LinkedIn-Synthetic,11,4
JOB-00343,Senior Frontend Developer,Shopee,"Bandung, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-05-26,Kaggle-LinkedIn-Synthetic,5,2
JOB-00344,Full Stack Developer (Frontend Focus),Shopee,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Full-time,2024-08-17,Kaggle-LinkedIn-Synthetic,8,3
JOB-00345,Junior Frontend Developer,Microsoft,"Bangkok, Thailand",Frontend Developer,Associate,Full-time,2024-04-20,Kaggle-LinkedIn-Synthetic,4,2
